Nombre,Dirección,Latitud,Longitud,Teléfono,Horario,Página Web,Rating,Reseñas,Precio,Popularidad
Textil Santiago,"Gral. Cruz 377, 4790952 Temuco, Araucanía, Chile",-38.7378806,-72.5846254,9 7928 8588,"['Monday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",,3.7,"['I had not had such a bad experience, the owner of the store (foreigner) treats people badly when buying and when serving it seems that he is doing a favor and that one is not going to pay him for what he buys...\nI do not recommend this place\nI want to make it clear that I am a customer who was witnessing the behavior of said person and even when the customer with whom I had had the problem had left, the owner of the store continued to allege, in fact, I was not the only one in the store. waiting to buy.\nI believe that tolerance and respect towards any person, regardless of whether they bought a meter of fabric or bought a large quantity or the time it takes, should not influence the treatment, it speaks very poorly of the service provided.\nAnd instead of justifying themselves, they should take observations, so that it does not happen again.', 'Great variety of fabrics, the only thing is that it does not seem logical to me that they charge you 100 pesos more for each meter of fabric you buy if you want to pay with a debit or credit card, arguing that it is due to the use and commission of the transbank', 'The clerk closed the door in my face\nAfterwards, he insulted me repeatedly for parking my bike in front of the store. 5 vendors and only 2 were serving, the line outside was 8 people. They do not have a complaints book. I never shop there again', 'I bought two meters of leather for $2,500 pesos per meter, then when paying for it, they informed me that if I paid with a debit card it would cost $2,600 per meter. Is it legal to do that?', ""They have different fabrics, but they lack more variety. I couldn't find what I was looking for. Still, I got good care.""]",,45.0
D’cora Store Temuco,"Los Creadores 0260, 4802170 Temuco, Araucanía, Chile",-38.7165427,-72.6524199,9 5099 3722,"['Monday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Sunday: Closed']",,5.0,"['Decoration items, catalog WhatsApp +56950993722', '']",,2.0
Roller Baratos,"C. Estero Tranoi 01085, 4780000 Temuco, Araucanía, Chile",-38.76130990000001,-72.7709714,9 6432 1642,,http://www.rollerbaratos.cl/,,[],,
Aguilera Galaz Margarita Maria Dora,"Manuel Montt 699, 4790948 Temuco, Araucanía, Chile",-38.7380652,-72.5918466,(45) 223 6304,,,1.5,"[""NEVER IN MY ENTIRE LIFE HAD I SUFFERED SO MUCH WITH A PURCHASE AS THE TIME I BOUGHT MY CURTAINS FROM DECORENE. I started seeing them in June, seeing that nothing was finalized, I decided to pay them (to speed things up)... short story, I paid them on July 15, 2017... they cost me almost $900,000 pesos... I did I made an effort and paid them... today, AUGUST 23, can you believe that I still don't have anything in my room? I continue without curtains, and, after countless bad times and fights with people on the phone, I am still here... waiting for a response... without getting anything in return. The problem came from the beginning where the executive Paula Sandoval sold me a collection that apparently did not exist... from then on my days have been a nightmare... the worst part is that every day I wake up with the sun on my face and I remember that I paid almost 1 million pesos for nothing... so I called them PLEASE DO NOT BUY FROM DECORENE IT IS THE WORST SERVICE THAT EXISTS!!!!!"", 'Mrs. Aguilera:\n\nI SUGGEST YOU REVIEW YOUR SALES METHODS, YOUR SERVICE IS EXPENSIVE, SLOW AND YOUR SELLER ANTONIO MARTINEZ SCREWS BACKWARDS.-\n\nFOR THAT GENTLEMAN, BE SURE THAT I WILL AVOID BUYING ANYTHING FROM YOU.-']",,2.0
Su confecciones Temuco,"Trancura 1030, 4780000 Temuco, Araucanía, Chile",-38.73828649999999,-72.57054970000002,9 3301 7820,"['Monday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20091:00\u202fPM']",,5.0,"['Their clothing is 100% recommended, they have implemented almost the entire house with designs from pillows, sheets, curtains, singles, armchairs and very good quality and the best thing is that it is handmade and with a lot of love!', ""Congratulations...I loved how you managed to put to good use the clothes that we didn't use and that we left in a corner to get rid of... nice example to follow.""]",,2.0
Ossam Cortinaje - Cortinas - Persianas - Roller,"Cunibal 2091, Padre las Casas, Padre Las Casas, Araucanía, Chile",-38.770752,-72.6040009,9 8878 6281,"['Monday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 12:00\u2009–\u200910:00\u202fPM']",http://www.ossamcortinaje.cl/,,[],,
Hites,"Manuel Montt 965, Temuco, Araucanía, Chile",-38.7386219,-72.58807900000001,(45) 295 7543,"['Monday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20096:30\u202fPM']",https://www.hites.com/,3.6,"['Very good prices, nice selection, very convenient', 'Cachureos', 'Ok', 'Good', 'Ok']",,4690.0
Patio Outlet Temuco,"Av. de los Poetas 249, Temuco, Araucanía, Chile",-38.75065,-72.60358819999999,(2) 2611 2049,"['Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20098:00\u202fPM']",https://patiooutlettemuco.cl/,4.3,"['I love it', 'Great Deals !! So much Cheaper than Portal Temuco..😀', 'Very beautiful place, good prices!', 'Wow', 'Subway pa rico']",,2207.0
CERAMIK,"Ziem 2040, 4780725 Temuco, Araucanía, Chile",-38.7245883,-72.5699893,9 3930 2023,"['Monday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",,4.6,"['Variety of products: Ceramics, Porcelain tiles, Floating floors, curtains, metal profiles, OSB sheets, OSB siding, Smart Panel R4 and R8, mortars, construction chemicals and much more', 'Excellent! Super good service and much cheaper prices, we were quoting in various places, and by far it was the cheapest place\nAttention 10/10', 'A lot of variety of products, varied prices, personalized attention, large and quiet place where I can decide on the best choice for my home. 100% recommendable!', 'It is a recent place, which despite the pandemic is opening up space in the market, I highlight the fact that it was the only part in Temuco where I got the ceramics that I had been looking for a long time and at a reasonable price. The purchase and delivery were very fast, I am very satisfied with the service. I recommend it.', 'Excellent fast service, they helped me with the management of shipping the products with external parties. Congratulations highly recommended.']",,51.0
Lider Express,"Manuel Recabarren 02320, Temuco, Araucanía, Chile",-38.75727870000001,-72.6400263,600 400 9000,"['Monday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20099:00\u202fPM']",http://www.lider.cl/tiendas,4.2,"['Very nice', 'Nice place for express shopping', 'Ok', 'Fcs', 'Ok']",,2635.0
Muebles Rustikor,"Antonio Varas 552, 4791202 Temuco, Araucanía, Chile",-38.7399966,-72.5940955,9 3886 6507,"['Monday: 9:30\u202fAM\u2009–\u20092:00\u202fPM, 3:30\u2009–\u20098:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20092:00\u202fPM, 3:30\u2009–\u20098:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20092:00\u202fPM, 3:30\u2009–\u20098:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20092:00\u202fPM, 3:30\u2009–\u20098:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20092:00\u202fPM, 3:30\u2009–\u20098:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",,4.3,"['It has always been a very nice furniture store and today I find out that it has been transformed into ""FURNITURE + COFFEE"".\nVery nice decoration, cozy music and very relaxed atmosphere. Everything is perfectly clean and although many may think of a certain incompatibility of items, the atmosphere that the fine furniture gives it totally contributes to the cafe.', 'Local with excellent furniture, old-fashioned, with modern touches. You will find options to fix a piece of furniture or make curtains for your home; At the same time, you can enjoy a coffee with something sweet or a sandwich.\nTheir prices are very good. It is a place that you must visit no matter what, whether you live in Temuco or are passing through.', 'Excellent restoration and upholstery work. High quality completions, positive experience and also responsible with committed times and deadlines. 100% recommendable.', 'She is a woman who does not comply with agreements, I do not recommend her... negligent...', 'Good place to shop']",,8.0
Lavandería 5àsec,"Av. Alemania 0671, Local 1051, 4800979 Temuco, Araucanía, Chile",-38.73482,-72.61090399999999,9 4151 4104,"['Monday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20099:00\u202fPM']",https://www.5asec.cl/,4.7,"['Terrible laundry service. They destroyed a new down parka, the leather inserts for fastening were destroyed. They are not responsible for damages.', 'For work reasons I found myself in need of washing clothes and given the need it was the only place available on a Sunday, the truth is I do not recommend this laundry at all, although the service was good, the important thing on this occasion is that the clothes fit clean and ideally scented, either by the detergent or by the fabric softener... the clothes were not clean, much less scented, TERRIBLE SERVICE!', 'Excellent service, I was completely satisfied and my request was met, the washing was great!🤩', 'Great great service 10/10.\nVery friendly and reliable.', 'Terrible attention from the women who serve, always with ill will']",,100.0
Paquetería Ximena,"Diego Portales 1047, 4790907 Temuco, Araucanía, Chile",-38.73774529999999,-72.5869641,(45) 295 2788,"['Monday: 9:45\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:45\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:45\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:45\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:45\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",,4.4,"['Super 👌', 'I brought a pair of leather boots to change the insole...terrible work, they are worn out, the rustic finishes have tremendous stitches and leather protrudes near the heel (which was inside underneath the heel).', 'Good store, well stocked and affordable prices, the waiting time is a little long.', 'Excellent service, beyond just selling, they make sure you get what you need, even if that item is cheaper than what you thought you needed, I didn\'t pay attention to the name of the seller... human kindness is very scarce and human law condemns facts, ""human kindness is supposed to be intrinsic to the human being"" so EXCELLENT attention!!', 'Shoe repair, high variety of textiles and super friendly and helpful staff. My dad took a pair of shoes to be repaired and nothing to say, they turned out great.']",,317.0
Importadora Macy's,"Av. Barros Arana 172, 4790820 Temuco, Araucanía, Chile",-38.73633189999999,-72.5794597,,"['Monday: 9:30\u202fAM\u2009–\u20095:15\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20095:15\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20095:15\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20095:15\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20095:15\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:15\u202fPM', 'Sunday: 9:30\u202fAM\u2009–\u20095:15\u202fPM']",,3.8,"['Good place, great variety of products, variety in condition (excellent, good, with some stains and/or holes) it is a matter of knowing how to search!!! The prices are relative, there are no great offers but I found what I was looking for!! Good curtains.', 'I see that many people complain about the prices, the quality, the variety of clothing. As a former American clothing worker, I assure you that it takes time and patience. If you want to find a good garment, you must first find out about it, some brand, some design. It is true that the price varies a lot, in the North a t-shirt can cost you $100 pesos, but believe me, you have to take the time to search every corner of the place :) and select the clothes, it is not just buying for the sake of buying. I hope my comment has been helpful, I love this store.', 'good clothes and cheaper!', 'The underground of this place offers very cheap and good quality clothing alternatives and constant offers', 'Well, cheap things like not before, polers over 5 thousand not as much variety and for my taste very expensive']",,47.0
Store Temuco,"Los Canelos 1446, 4780000 Temuco, Araucanía, Chile",-38.7475728,-72.60717079999999,9 9160 9158,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",https://store-temuco.ueniweb.com/?utm_campaign=gmb,,[],,
Decoraciones Agsil,"Arboleda del Portal - Codorniz 02268, 4791009 Temuco, Araucanía, Chile",-38.749961,-72.6428364,9 9844 4075,"['Monday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",http://www.decoracionesagsiltemuco.cl/,4.6,"['Excellent service, very attentive, they met the established deadlines, Cristian, the one who installs the curtains, very friendly and dedicated to his work, responsible and 100% recommended, my roller and curtains turned out wonderful🤗', 'Patient and very kind in the selection process, responsible and punctual with coordinated dates and times.\nExcellent service, more than recommended 💯', 'Excellent service and excellent installation, it was fast and my curtains look beautiful, thank you very much', 'Excellent Service, in a week the bedroom curtains and in less than 2 weeks the entirety.\n\nVery neat installation, fully recommended.', 'Here I share some photos of the excellent work on roller blinds at Decoraciones Agsil (Temuco).']",,33.0
Corema Decoraciones,"Av. San Martín 614, 4810749 Temuco, Araucanía, Chile",-38.7395711,-72.6114939,(45) 223 3407,"['Monday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",http://www.corema.cl/,4.7,"['I had some sunscreen and blackout roller blinds made. They were beautiful. Good quality of the fabrics. Meticulous work and very responsible. Very good experience.', 'Excellent attention. Great variety of products', 'Bad experience, no matter how many times I called, they never gave me the quote and that quote was scheduled.', 'Excellent service, my curtains turned out beautiful.', 'Beautiful!!! Beautiful!!! Beloved 😍😍😍']",,13.0
Roller Home Temuco,"Martín Lutero 02462, 4780000 Temuco, Araucanía, Chile",-38.7492442,-72.64574499999999,9 6848 8828,"['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20097:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20097:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20097:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20097:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",,4.9,"['Very good experience!\nFrom advice to installation.\nThey have very nice and quality products.\nVery friendly at the time of service and during the installation they left everything impeccable. We recommend!', 'Very grateful for the guidance they gave me, all the people who assisted us were very loving, both in the office and during the installation of these beautiful curtains! I totally loved the design! It turned out just as I dreamed! All very responsible and committed! 1000% recommended', 'A very professional company, they took care of all our curtains including a 4.7 meter high unislat model, everything was excellent, we are very satisfied with the service provided, high quality and resistant products. Highly recommended!!!', ""Happy with the attention of both Daniela from the sales office and the installation guys. All my windows looked beautiful with their Roller blinds. Excellent work, the quality is appreciated in everything. It's worth it. :) 100% recommended."", 'I loved the attention from the first contact. The designs, the care they take in the installation process; One of the curtains had a small detail that was quickly resolved (impeccable after-sales). Thank you for everything Rollers Home Temuco.']",,57.0
